bar,dir,trigger,outcome
2024-07-23 11:55:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-23 12:05:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-23 13:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-24 09:15:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-24 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-24 10:40:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-24 11:40:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-24 13:10:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-24 14:50:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-25 09:15:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-25 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-25 10:10:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-25 13:50:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-25 14:30:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-25 15:00:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-26 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-26 14:35:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-29 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-29 10:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-29 11:30:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-29 12:30:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-29 13:05:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-29 15:10:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-30 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-30 09:25:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-30 09:30:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-30 09:35:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-30 09:40:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-30 09:45:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-30 12:40:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-30 14:00:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-30 14:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-31 09:15:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-31 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-31 10:00:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-31 11:10:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-31 12:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-31 13:55:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-31 15:00:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-07-31 15:20:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-01 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-01 10:10:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-01 13:30:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-01 13:55:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-01 15:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-02 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-02 09:55:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-02 10:35:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-02 12:35:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-02 13:35:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-02 14:50:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-05 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-05 10:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-05 12:10:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-05 13:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-05 13:50:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-05 14:40:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-05 15:15:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-06 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-06 10:10:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-06 11:30:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 09:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 09:25:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 09:30:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 09:35:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 09:40:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 09:45:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 10:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 10:55:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 11:25:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 12:10:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 13:15:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 14:15:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-08 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-08 09:55:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-08 10:55:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-08 13:10:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-08 14:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-08 15:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-09 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-09 10:00:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-09 10:35:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-09 11:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-09 12:50:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-09 13:50:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-09 15:00:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 09:45:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 10:45:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 12:10:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 13:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 13:50:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 15:00:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-13 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-13 11:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-13 12:45:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-13 15:00:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-14 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-14 10:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-14 10:25:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-14 11:55:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-14 13:50:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-14 15:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-16 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-16 09:35:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-16 09:40:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-16 09:45:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-16 10:15:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-16 11:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-19 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-19 10:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-19 11:50:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-19 12:25:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-19 13:20:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-19 14:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-19 14:35:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-20 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-20 09:45:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-20 11:20:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-20 11:50:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-20 13:35:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-20 13:45:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 09:25:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 09:30:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 09:35:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 09:40:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 09:45:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 10:05:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 11:15:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 12:00:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 12:15:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 13:20:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 14:10:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-22 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-22 10:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-22 12:40:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-22 14:00:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-22 15:00:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 10:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 10:25:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 12:10:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 12:40:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 14:10:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 15:15:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-26 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-26 09:35:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-26 09:40:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=OK exp=2024-10-03
2024-08-26 09:45:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-26 11:05:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-26 11:45:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25000 buy=24500 cr=136.95
2024-08-26 12:30:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-26 13:30:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-26 14:35:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-27 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-27 10:30:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25000 buy=24500 cr=133.00
2024-08-27 10:50:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-27 12:15:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-27 14:40:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-28 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-28 10:05:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-28 10:25:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25000 buy=24500 cr=146.00
2024-08-28 12:40:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-28 15:05:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-29 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-29 10:05:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-29 11:00:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-29 11:45:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-29 12:55:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-29 13:25:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-29 14:55:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-30 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-30 10:15:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25200 buy=25700 cr=266.80
2024-08-30 13:55:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-30 15:05:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-02 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-02 09:35:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-02 09:40:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-02 09:45:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-02 10:05:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25300 buy=25800 cr=237.00
2024-09-02 11:00:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25300 buy=24800 cr=145.75
2024-09-02 12:15:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25300 buy=25800 cr=246.15
2024-09-02 13:50:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-02 15:10:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25300 buy=25800 cr=236.35
2024-09-03 10:45:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-03 12:05:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-03 14:05:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-03 14:45:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25300 buy=24800 cr=154.20
2024-09-04 09:35:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-04 09:40:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-04 09:45:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-04 10:05:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25150 buy=24650 cr=156.90
2024-09-04 11:05:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-04 13:20:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25200 buy=24700 cr=161.15
2024-09-04 14:15:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-04 15:10:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25200 buy=24700 cr=161.20
2024-09-05 10:10:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25200 buy=25700 cr=249.05
2024-09-05 11:30:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25200 buy=24700 cr=157.75
2024-09-05 12:15:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25200 buy=25700 cr=242.50
2024-09-05 12:50:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25200 buy=24700 cr=154.90
2024-09-05 13:50:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-05 14:15:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-05 14:50:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-06 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
