bar,dir,trigger,outcome
2024-08-07 09:15:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-07 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-08 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-08 09:55:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-08 12:10:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-08 13:00:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-09 09:15:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-09 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 09:15:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 10:35:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-12 14:50:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-13 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-14 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-16 09:15:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-16 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-16 09:50:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-16 11:25:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-19 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-19 11:05:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-20 09:15:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-20 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-21 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-22 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 09:35:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 09:40:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 09:45:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-23 10:45:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-26 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-27 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-27 14:50:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-28 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-28 11:10:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-28 14:50:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-29 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-08-29 09:45:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-29 14:00:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-08-29 14:50:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25100 buy=24600 cr=164.84
2024-09-02 13:00:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-03 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-09-04 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-09-04 13:15:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25200 buy=24700 cr=161.15
2024-09-05 10:25:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25200 buy=25700 cr=249.10
2024-09-06 12:25:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=24950 buy=24450 cr=179.70
2024-09-06 13:00:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=24850 buy=25350 cr=236.00
2024-09-09 09:50:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-10 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-10-03
2024-09-10 09:50:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=24900 buy=25400 cr=236.60
2024-09-10 11:20:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25000 buy=24500 cr=160.80
2024-09-10 15:05:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-11 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=OK exp=2024-10-03
2024-09-11 10:15:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25050 buy=24550 cr=150.40
2024-09-11 13:45:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25000 buy=25500 cr=234.45
2024-09-12 09:20:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-12 09:25:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-12 09:30:00,BULLISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-12 09:35:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25000 buy=24500 cr=141.05
2024-09-12 11:30:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25000 buy=25500 cr=215.40
2024-09-12 14:05:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25200 buy=24700 cr=161.35
2024-09-16 12:15:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2024-10-03
2024-09-16 13:45:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25400 buy=24900 cr=131.00
2024-09-18 13:05:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25400 buy=25900 cr=206.75
2024-09-18 15:05:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25400 buy=24900 cr=134.20
2024-09-19 10:15:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25500 buy=26000 cr=209.75
2024-09-20 09:20:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25500 buy=25000 cr=135.25
2024-09-20 13:35:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25550 buy=26050 cr=222.00
2024-09-20 13:50:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25700 buy=25200 cr=147.50
2024-09-25 10:10:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25900 buy=26400 cr=180.95
2024-09-25 14:10:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25950 buy=25450 cr=122.50
2024-09-27 12:55:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=26200 buy=26700 cr=136.64
2024-10-01 09:20:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25900 buy=25400 cr=99.25
2024-10-01 10:20:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-03 sell=25800 buy=26300 cr=96.95
2024-10-01 12:20:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-03 sell=25800 buy=25300 cr=59.56
2024-10-03 09:45:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-10 sell=25600 buy=25100 cr=100.55
2024-10-03 10:15:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-10 sell=25500 buy=26000 cr=190.86
2024-10-04 09:55:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-10 sell=25300 buy=24800 cr=120.45
2024-10-04 12:40:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-10 sell=25200 buy=25700 cr=219.85
2024-10-07 14:50:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-10 sell=24850 buy=24350 cr=113.80
2024-10-09 13:20:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-10 sell=25100 buy=25600 cr=74.80
2024-10-10 10:10:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-17 sell=25100 buy=24600 cr=110.79
2024-10-10 11:40:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-17 sell=25000 buy=25500 cr=171.75
2024-10-14 09:20:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-17 sell=25050 buy=24550 cr=110.60
2024-10-15 09:50:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-17 sell=25100 buy=25600 cr=125.60
2024-10-16 14:05:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-17 sell=25000 buy=24500 cr=63.85
2024-10-16 15:15:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-17 sell=24950 buy=25450 cr=83.50
2024-10-17 11:30:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL exp=2024-10-24 sell=24800 buy=25300 cr=146.50
2024-10-18 09:50:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-24 sell=24650 buy=24150 cr=103.10
2024-10-21 09:35:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-24 sell=24800 buy=25300 cr=127.04
2024-10-21 10:05:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-24 sell=24800 buy=24300 cr=110.35
2024-10-21 12:15:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-24 sell=24750 buy=25250 cr=96.80
2024-10-21 14:00:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-24 sell=24850 buy=24350 cr=103.35
2024-10-21 15:25:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-24 sell=24750 buy=25250 cr=100.15
2024-10-22 09:45:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-24 sell=24850 buy=24350 cr=86.55
2024-10-22 10:15:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-24 sell=24700 buy=25200 cr=136.20
2024-10-23 10:05:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-24 sell=24500 buy=24000 cr=82.20
2024-10-23 14:25:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-24 sell=24450 buy=24950 cr=76.05
2024-10-24 13:30:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL exp=2024-10-31 sell=24400 buy=24900 cr=152.85
2024-10-25 15:15:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-31 sell=24200 buy=23700 cr=119.10
2024-10-28 09:45:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-31 sell=24150 buy=24650 cr=145.75
2024-10-28 10:00:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-31 sell=24250 buy=23750 cr=93.06
2024-10-28 14:05:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-31 sell=24400 buy=24900 cr=98.85
2024-10-29 12:05:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-10-31 sell=24300 buy=23800 cr=102.10
2024-10-30 09:20:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-10-31 sell=24400 buy=24900 cr=84.60
2024-10-31 11:15:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL exp=2024-11-07 sell=24250 buy=24750 cr=194.25
2024-11-01 18:05:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-07 sell=24350 buy=23850 cr=172.45
2024-11-04 09:20:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-07 sell=24100 buy=24600 cr=188.85
2024-11-04 12:05:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-07 sell=23950 buy=23450 cr=161.60
2024-11-05 11:40:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-07 sell=23850 buy=24350 cr=185.60
2024-11-05 13:25:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-07 sell=24050 buy=23550 cr=169.45
2024-11-06 11:55:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT exp=2024-11-07 sell=24450 buy=23950 cr=100.50
2024-11-07 09:25:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-14 sell=24350 buy=24850 cr=186.25
2024-11-08 09:30:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-14 sell=24200 buy=23700 cr=142.50
2024-11-08 11:55:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-14 sell=24100 buy=24600 cr=146.35
2024-11-11 09:35:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-14 sell=24100 buy=23600 cr=104.90
2024-11-11 12:25:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-14 sell=24250 buy=24750 cr=100.75
2024-11-11 14:40:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-14 sell=24200 buy=23700 cr=106.00
2024-11-12 10:40:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-14 sell=24150 buy=24650 cr=91.05
2024-11-13 13:00:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL exp=2024-11-14 sell=23650 buy=24150 cr=91.00
2024-11-14 10:05:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-21 sell=23650 buy=23150 cr=115.15
2024-11-14 11:10:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-21 sell=23500 buy=24000 cr=160.35
2024-11-18 12:15:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-21 sell=23500 buy=23000 cr=121.30
2024-11-18 14:35:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-21 sell=23450 buy=23950 cr=99.70
2024-11-19 09:20:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-21 sell=23650 buy=23150 cr=121.94
2024-11-19 14:55:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-21 sell=23600 buy=24100 cr=93.90
2024-11-21 09:40:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL exp=2024-11-28 sell=23300 buy=23800 cr=161.10
2024-11-22 09:20:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-28 sell=23500 buy=23000 cr=153.55
2024-11-22 10:50:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-28 sell=23500 buy=24000 cr=165.45
2024-11-22 12:10:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-28 sell=23650 buy=23150 cr=135.75
2024-11-25 12:55:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-28 sell=24150 buy=24650 cr=159.75
2024-11-26 09:20:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-28 sell=24300 buy=23800 cr=105.60
2024-11-26 10:20:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-11-28 sell=24150 buy=24650 cr=131.41
2024-11-27 12:25:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-11-28 sell=24250 buy=23750 cr=69.16
2024-11-28 10:35:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-12-05 sell=24150 buy=24650 cr=196.05
2024-11-29 09:30:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-12-05 sell=24050 buy=23550 cr=138.80
2024-12-02 09:20:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-12-05 sell=24050 buy=24550 cr=147.50
2024-12-02 09:50:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-12-05 sell=24100 buy=23600 cr=110.65
2024-12-04 12:00:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-12-05 sell=24400 buy=24900 cr=109.35
2024-12-04 12:30:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-12-05 sell=24500 buy=24000 cr=121.80
2024-12-04 14:55:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-12-05 sell=24450 buy=24950 cr=101.50
2024-12-05 12:10:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-12-12 sell=24600 buy=24100 cr=164.49
2024-12-05 14:55:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-12-12 sell=24500 buy=25000 cr=242.20
2024-12-05 15:10:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-12-12 sell=24750 buy=24250 cr=159.86
2024-12-09 10:05:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-12-12 sell=24600 buy=25100 cr=134.94
2024-12-10 15:10:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-12-12 sell=24600 buy=24100 cr=108.86
2024-12-12 11:00:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-12-19 sell=24600 buy=25100 cr=160.85
2024-12-13 11:20:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2024-12-19 sell=24300 buy=23800 cr=141.70
2024-12-16 10:30:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2024-12-19 sell=24700 buy=25200 cr=124.35
2024-12-19 09:15:00,BEARISH,Target-ReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-20 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-20 09:35:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-20 09:40:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-20 09:45:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-20 10:15:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-20 12:20:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-23 09:15:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-23 09:15:00,BULLISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-23 12:30:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-24 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-24 09:50:00,BULLISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-24 13:40:00,BEARISH,PendingFlip,FAIL:no_price sell=MISS buy=MISS exp=2024-12-26
2024-12-26 09:15:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2025-01-02 sell=23850 buy=23350 cr=128.50
2024-12-26 10:10:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2025-01-02
2024-12-27 09:15:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2025-01-02 sell=23800 buy=23300 cr=122.50
2024-12-27 12:10:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2025-01-02
2024-12-30 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=OK buy=MISS exp=2025-01-02
2024-12-30 10:45:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2025-01-02 sell=23850 buy=23350 cr=112.35
2024-12-30 12:30:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2025-01-02
2024-12-31 09:15:00,BEARISH,DailyReEntry,FAIL:no_price sell=OK buy=MISS exp=2025-01-02
2024-12-31 10:50:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2025-01-02 sell=23600 buy=23100 cr=136.55
2025-01-01 09:50:00,BEARISH,PendingFlip,FAIL:no_price sell=OK buy=MISS exp=2025-01-02
2025-01-01 10:45:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2025-01-02 sell=23700 buy=23200 cr=115.86
2025-01-02 13:00:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT exp=2025-01-09 sell=24050 buy=23550 cr=144.40
2025-01-03 09:35:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2025-01-09 sell=24100 buy=24600 cr=151.25
2025-01-03 11:25:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2025-01-09 sell=24100 buy=23600 cr=132.15
2025-01-03 14:05:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2025-01-09 sell=24050 buy=24550 cr=121.40
2025-01-06 09:25:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2025-01-09 sell=24050 buy=23550 cr=132.80
2025-01-06 09:45:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2025-01-09 sell=23950 buy=24450 cr=137.20
2025-01-06 12:40:00,BULLISH,PendingFlip,ENTERED BULL_PUT exp=2025-01-09 sell=23750 buy=23250 cr=144.55
2025-01-06 13:50:00,BEARISH,PendingFlip,ENTERED BEAR_CALL exp=2025-01-09 sell=23600 buy=24100 cr=161.80
